"id","part_of_speech","definition","answer"
"920","adj.","known","conhecido"
"921","noun","the bus","o autocarro"
"922","verb","wake up","acordar"
"923","adv.","certainly","certamente"
"924","verb","escape","escapar"
"925","verb","teach","ensinar"
"926","adj.","united","unido"
"927","noun","the kiss","o beijo"
"928","noun","the motor vehicle","o auto"
"929","verb","go down","descer"
"930","noun","the success, achievement","o sucesso"
"931","noun","the leader","o líder"
"932","noun","the finger","o dedo"
"933","adj.","finished","acabado"
"934","adj.","rich","rico"
"935","verb","hurt emotionally","magoar"
"936","noun","the pig","o porco"
"937","noun","the touch","o toque"
"938","adv.","normally","normalmente"
"939","noun","the edge, border","o bordo"
"940","noun","the career","a carreira"
"941","noun","the thousand","o milhar"
"942","noun","the football","o futebol"
"943","adj.","quiet","quieto"
"944","verb","drive","conduzir"
"945","verb","survive","sobreviver"
"946","noun","the fifth","a quinta"
"947","noun","the physical face","o rosto"
"948","adj.","total","total"
"949","verb","distance","afastar"
"950","noun","the value","o valor"
"951","adj.","tired","cansado"
"952","noun","the style","o estilo"
"953","noun","the vision","a visão"
"954","noun","the educational lesson","a aula"
"955","noun","the band","a banda"
"956","adj.","ridiculous","ridículo"
"957","noun","the partner","o parceiro"
"958","noun","the sense of hearing","o ouvido"
"959","adv.","how","quão"
"960","adv.","especially","especialmente"
"961","prep.","via","via"
"962","noun","the million","o milhão"
"963","prep.","except","exceto"
"964","noun","the movement","o movimento"
"965","adj.","saint","santo"
"966","noun","the office, cabinet","o gabinete"
"967","noun","the taxi","o táxi"
"968","noun","the gentleman","o cavalheiro"
"969","noun","the cinema","o cinema"
"970","noun","the court (of law)","a corte"
"971","noun","the bride","a noiva"
"972","noun","the era","a época"
"973","noun","the west","o oeste"
"974","verb","screw","lixar"
"975","verb","attack","atacar"
"976","adj.","nervous","nervoso"
"977","noun","the classroom","a classe"
"978","noun","the pride","o orgulho"
"979","noun","the ghost","o fantasma"
"980","adj.","national","nacional"
"981","noun","the brand","a marca"
"982","noun","the airport","o aeroporto"
"983","noun","the male owner","o dono"
"984","noun","the curse","a maldição"
"985","noun","the newspaper","o jornal"
"986","noun","the ship","o navio"
"987","verb","hurt","doer"
"988","verb","smell","cheirar"
"989","adj.","married","casado"
"990","verb","recover","recuperar"
"991","verb","give up","desistir"
"992","verb","call","telefonar"
"993","noun","the director, manager","o director"
"994","adj.","dark","escuro"
"995","noun","the warning","o aviso"
"996","noun","the sixth","a sexta"
"997","adv.","absolutely","absolutamente"
"998","noun","the source","a fonte"
"999","adj.","military","militar"
"1000","noun","the chest","o peito"
