"id","part_of_speech","definition","answer"
"878","noun","the wrath","a ira"
"879","noun","the synchrony","a sincronia"
"880","noun","the September","o setembro"
"881","verb","erase","apagar"
"882","noun","the spy","o espião"
"883","noun","the eye, vision","o lho"
"884","noun","the plastic","o plástico"
"885","verb","tidy up","arrumar"
"886","adv.","above all","sobretudo"
"887","noun","the deposit","o depósito"
"888","noun","the specialist","o especialista"
"889","noun","the product","o produto"
"890","adv.","equal","igual"
"891","noun","the suspect","o suspeito"
"892","adv.","finally, at last","enfim"
"893","noun","the studio","o estúdio"
"894","noun","the wheel","a roda"
"895","verb","enjoy","aproveitar"
"896","adj.","moral","moral"
"897","noun","the advertisement","o anúncio"
"898","noun","the slave","o escravo"
"899","noun","the contest","o concurso"
"900","adj.","terrible","péssimo"
"901","noun","the trigger","o gatilho"
"902","noun","the cassette","o cassete"
"903","noun","the accusation","a acusação"
"904","noun","the flag","a bandeira"
"905","verb","blame","culpar"
"906","noun","the bible","a bíblia"
"907","noun","the medication","o medicamento"
"908","noun","the average","a média"
"909","noun","the expression","a expressão"
"910","noun","the petroleum","o óleo"
"911","noun","the tome","o tomo"
"912","noun","the class (of students)","a turma"
"913","noun","the juice","o sumo"
"914","noun","the train (used in Brazil)","o trem"
"915","noun","the cross","a cruz"
"916","noun","the file, archive","o arquivo"
"917","noun","the uniform","o uniforme"
"918","noun","the chaos","o caos"
"919","adj.","unhappy","infeliz"
"920","noun","the stop, halt","a parada"
"921","noun","the reinforcement","o reforço"
"922","noun","the therapy","a terapia"
"923","noun","the transmission","a transmissão"
"924","noun","the meal","a refeição"
"925","verb","assassinate","assassinar"
"926","adj.","positive","positivo"
"927","adj.","public","público"
"928","noun","the disgust","o nojo"
"929","noun","the concert","o concerto"
"930","noun","the title","o título"
"931","adj.","abnormal","anormal"
"932","noun","the vote","o voto"
"933","verb","provide","prestar"
"934","noun","the pause","a pausa"
"935","noun","the hostage","o refém"
"936","noun","the deadline","o prazo"
"937","noun","the figure","a figura"
"938","noun","the crown","a coroa"
"939","adj.","beastly","bestial"
"940","adj.","international","internacional"
"941","adv.","ahead","adiante"
"942","noun","the lion","o leão"
"943","verb","bring down","baixar"
"944","verb","gather","reunir"
"945","noun","the pill (for contraception)","a pila"
"946","adv.","possible","possível"
"947","verb","plan","planear"
"948","noun","the liver","o fígado"
"949","noun","the interval","o intervalo"
"950","verb","spend","gastar"
"951","noun","the season","a temporada"
"952","adv.","high","alto"
"953","noun","the heroin","a heroína"
"954","verb","get away","o safar"
"955","noun","the origin","a origem"
"956","verb","possess","tiver"
"957","noun","the union","a união"
"958","adj.","accused","acusado"
"959","verb","judge","julgar"
"960","noun","the glove","a luva"
"961","noun","the silver","a prata"
"962","adj.","sacred","sagrado"
"963","adj.","anxious","ansioso"
"964","noun","the passenger","o passageiro"
"965","adv.","general","geral"
"966","noun","the mathematics","a matemática"
"967","noun","the pound","a libra"
"968","adj.","sensitive","sensível"
"969","adj.","sincere","sincero"
"970","noun","the stupidity","a estupidez"
"971","noun","the betrayal","a traição"
"972","verb","participate","participar"
"973","verb","smile","sorrir"
"974","noun","the sentence","a frase"
"975","noun","the comrade","o camarada"
"976","noun","the event","o evento"
"977","noun","the salon","o salão"
"978","noun","the jewel","a jóia"
"979","noun","the cell (biology)","a célula"
"980","noun","the butter","a manteiga"
"981","noun","the piano","o piano"
"982","noun","the symbol","o símbolo"
"983","noun","the loyalty","a lealdade"
"984","noun","the citizen","o cidadão"
"985","noun","the rabbit","o coelho"
"986","noun","the counting","a contagem"
"987","adj.","failed","falhado"
"988","noun","the adult","o adulto"
"989","noun","the consequence","a consequência"
"990","verb","fill","encher"
"991","verb","inform","informar"
"992","verb","identify","identificar"
"993","noun","the student (male, female)","o estudante"
"994","noun","the actor","o ator"
"995","adv.","precise","preciso"
"996","noun","the sin","o pecado"
"997","noun","the existence","a existência"
"998","adj.","cheap","barato"
"999","noun","the robot","o robô"
"1000","noun","the scientist","o cientista"
