"id","part_of_speech","definition","answer"
"1819","noun","expectation","ожидание"
"1820","verb","write down, record (once)","записать"
"1821","noun","lantern","фонарь"
"1822","noun","pile","куча"
"1823","noun","stripe","полоса"
"1824","noun","passion","страсть"
"1825","noun","sergeant (more universal)","сержант"
"1826","noun","saint","святой"
"1827","adj.","holy","святой"
"1828","noun","novella","повесть"
"1829","noun","whisper","шепот"
"1830","noun","theory","теория"
"1831","verb","interest","интересовать"
"1832","adv.","cleanly","чисто"
"1833","noun","belt","пояс"
"1834","adv.","close","близко"
"1835","verb","switch on","включить"
"1836","verb","impress (one-time)","поразить"
"1837","noun","station (train station)","вокзал"
"1838","noun","substance","вещество"
"1839","adj.","private","частный"
"1840","noun","root","корень"
"1841","verb","keep quiet (briefly)","помолчать"
"1842","adj.","dining","столовый"
"1843","noun","fabric","ткань"
"1844","verb","open up (once)","открыться"
"1845","noun","stream","поток"
"1846","adj.","compelled","вынужденный"
"1847","noun","police (modern term)","полиция"
"1848","adj.","shameful","стыдный"
"1849","noun","base","база"
"1850","adv.","audible","слышно"
"1851","adj.","strict","строгий"
"1852","noun","overcoat","шинель"
"1853","adj.","shiny, sparkling","блестящий"
"1854","noun","choice","выбор"
"1855","noun","information (data)","сведение"
"1856","noun","commission","комиссия"
"1857","verb","direct","направить"
"1858","noun","stick","палка"
"1859","verb","remember (memorize)","запомнить"
"1860","verb","fight (struggle)","бороться"
"1861","verb","transport (once)","везти"
"1862","noun","column","колонна"
"1863","noun","ice","лёд"
"1864","adj.","remarkable","замечательный"
"1865","noun","inscription","надпись"
"1866","adj.","lonely","одинокий"
"1867","noun","jacket (suit)","пиджак"
"1868","noun","plate","тарелка"
"1869","verb","learn (successfully)","научиться"
"1870","noun","food (more formal)","пища"
"1871","verb","appoint (one-time action)","назначить"
"1872","noun","girlfriend","подруга"
"1873","verb","choose (ongoing choice)","выбирать"
"1874","noun","explosion","взрыв"
"1875","noun","essence (nature, essence)","сущность"
"1876","noun","battery","батарея"
"1877","noun","technology","техника"
"1878","noun","shepherd","пастух"
"1879","verb","remind (once)","напомнить"
"1880","verb","doubt","сомневаться"
"1881","noun","porch","крыльцо"
"1882","verb","rejoice","радоваться"
"1883","verb","cover (cover up)","покрыть"
"1884","verb","glance (glance)","глянуть"
"1885","adv.","significantly","значительно"
"1886","adj.","significant (important)","значительный"
"1887","verb","seize","захватить"
"1888","noun","leader (chief)","вождь"
"1889","adj.","eastern","восточный"
"1890","verb","be bringing","приносить"
"1891","adj.","international","международный"
"1892","noun","necessity","необходимость"
"1893","adv.","therefore (because of that)","оттого"
"1894","adj.","spiritual","духовный"
"1895","noun","hunger","голод"
"1896","noun","maiden","девица"
"1897","adj.","temporary","временный"
"1898","verb","compose (once)","составить"
"1899","adv.","exactly (equal)","ровно"
"1900","noun","dream (as in wish)","мечта"
"1901","noun","ring (jewelry)","кольцо"
"1902","","yes (informal)","ага"
"1903","noun","daughter (affectionate term)","дочка"
"1904","noun","queen","королева"
"1905","noun","potato","картошка"
"1906","noun","merit","достоинство"
"1907","noun","bear","медведь"
"1908","noun","content","содержание"
"1909","noun","project","проект"
"1910","verb","itch","костить"
"1911","adj.","consonant","согласный"
"1912","verb","buy (ongoing process)","покупать"
"1913","adv.","at first","сперва"
"1914","adj.","young (very young)","юный"
"1915","noun","curiosity","любопытство"
"1916","noun","creation","создание"
"1917","noun","passport","паспорт"
"1918","num.","two hundred","двести"
"1919","noun","colleague","коллега"
"1920","noun","girl (informal)","девчонка"
"1921","noun","ray","луч"
"1922","verb","knock (continuously)","стучать"
"1923","noun","communist","коммунист"
"1924","noun","request","просьба"
"1925","noun","little house","домик"
"1926","noun","half an hour","полчаса"
"1927","noun","iron","железо"
"1928","noun","difference (distinction)","отличие"
"1929","verb","be changing","менять"
"1930","adv.","instantly","мгновенно"
"1931","noun","dog (male)","пес"
"1932","verb","examine","разглядывать"
"1933","adj.","bitter","горький"
"1934","adv.","bitterly","горько"
"1935","noun","tool","орудие"
"1936","adv.","intentionally","специально"
"1937","noun","fairytale","сказка"
"1938","verb","light up","закурить"
"1939","adj.","family","семейный"
"1940","verb","get tired","устать"
"1941","verb","cover (cover briefly)","прикрыть"
"1942","adv.","firmly (solid)","твёрдо"
"1943","noun","lad","молодец"
"1944","verb","fall silent","замолчать"
"1945","verb","start a process","завести"
"1946","verb","arrive (arrive formally)","прибыть"
"1947","noun","meeting (assembly, gathering)","собрание"
"1948","num.","nine","девять"
"1949","noun","elephant","слон"
"1950","verb","confirm (one-time)","подтвердить"
"1951","noun","young man","юноша"
"1952","verb","come off","сойти"
"1953","verb","act (behaviour)","поступать"
"1954","adv.","cool","круто"
"1955","adj.","steep","крутой"
"1956","verb","blame","валить"
"1957","noun","object (more formal)","объект"
"1958","adj.","killed","убитый"
"1959","noun","comparison","сравнение"
"1960","adv.","to the right (on right side)","справа"
"1961","adj.","noble","благородный"
"1962","noun","ocean","океан"
"1963","noun","settlement","поселок"
"1964","noun","taiga","тайга"
"1965","noun","beard","борода"
"1966","noun","pack","пачка"
"1967","verb","become boring","надоесть"
"1968","noun","habit","привычка"
"1969","noun","sum","сумма"
"1970","verb","derive","вывести"
"1971","verb","jump (be jumping)","прыгать"
"1972","verb","create (regularly)","создавать"
"1973","adv.","rudely","грубо"
"1974","adj.","rude","грубый"
"1975","noun","journey (trip)","поездка"
"1976","verb","make sure","убедиться"
"1977","verb","hate","ненавидеть"
"1978","noun","statement","заявление"
"1979","noun","defeat","поражение"
"1980","noun","August","август"
"1981","adj.","commonly used, familiar","привычный"
"1982","adv.","officially","официально"
"1983","adj.","official (formal)","официальный"
"1984","adj.","front","передний"
"1985","noun","north","север"
"1986","noun","hat","шляпа"
"1987","","out of","изо"
"1988","noun","silence (act of silence)","молчание"
"1989","verb","be disappearing","исчезать"
"1990","","hey","эй"
"1991","noun","axe","топор"
"1992","verb","sense, feel","ощущать"
"1993","verb","drag","тащить"
"1994","noun","trousers","брюки"
"1995","adj.","corresponding","соответствующий"
"1996","noun","element","элемент"
"1997","noun","blanket","одеяло"
"1998","noun","motor","мотор"
"1999","adv.","everywhere (in all places)","везде"
"2000","noun","friendship","дружба"
