"id","part_of_speech","definition","answer"
"817","noun","soldier (toy soldier)","солдатик"
"818","adj.","dull (not bright)","тусклый"
"819","adv.","outside (externally)","снаружи"
"820","noun","rattle","паровоз"
"821","noun","internet","интернет"
"822","verb","visit formally","посетить"
"823","adj.","British","британский"
"824","verb","arouse, wake up","будить"
"825","verb","command, mandate","приказывать"
"826","noun","alcohol","алкоголь"
"827","noun","measurement","измерение"
"828","noun","actress","актриса"
"829","noun","span","размах"
"830","noun","ghost","призрак"
"831","verb","enlarge","увеличить"
"832","verb","gasp","ахнуть"
"833","adj.","medicinal","лекарственный"
"834","adj.","honorable","почетный"
"835","noun","mathematics","математика"
"836","verb","lose one's bearings","растерять"
"837","noun","cathedral","собор"
"838","noun","cheese","сыр"
"839","verb","visit someone","навестить"
"840","noun","connection","соединение"
"841","verb","imagine (in mind)","воображать"
"842","noun","samovar","самовар"
"843","adj.","insignificant","незначительный"
"844","adj.","final (conclusive)","окончательный"
"845","verb","jump up","вскакивать"
"846","noun","rosin","канифоль"
"847","verb","extract (ongoing action)","вынимать"
"848","adj.","foreign (overseas)","зарубежный"
"849","adv.","timidly","робко"
"850","verb","cross (multiple times)","пересечь"
"851","adj.","cunning","матёрый"
"852","noun","foliage","листва"
"853","noun","education (studying)","учёба"
"854","noun","doll","кукла"
"855","noun","premonition","предчувствие"
"856","noun","fainting","обморок"
"857","noun","ruin","развалина"
"858","adj.","sacred","священный"
"859","noun","therapy","терапия"
"860","verb","scream","вскрикнуть"
"861","noun","shame (disgrace)","позор"
"862","noun","structure (architectural)","конструкция"
"863","noun","concept","концепция"
"864","noun","mansion (detached house)","особняк"
"865","noun","news (message)","весть"
"866","verb","be built","строиться"
"867","noun","butterfly","бабочка"
"868","verb","come to one's senses","опомниться"
"869","verb","poke (repeatedly)","тыкать"
"870","verb","interrupt (repeatedly)","перебивать"
"871","adv.","in a low voice","вполголоса"
"872","noun","product (article)","изделие"
"873","noun","studio","студия"
"874","adj.","Lenin's","ленинский"
"875","noun","vision (dream","видение"
"876","noun","spit","слюна"
"877","verb","say goodbye (once)","попрощаться"
"878","verb","cancel","отменить"
"879","adj.","countering","встречный"
"880","verb","suppress (ongoing)","подавлять"
"881","noun","complexity","сложность"
"882","verb","send out","выслать"
"883","noun","earthling","землянин"
"884","noun","construction (building)","строение"
"885","verb","be on duty","дежурить"
"886","noun","violin","скрипка"
"887","verb","decorate","украсить"
"888","adj.","false","ложный"
"889","noun","bass","бас"
"890","noun","song (colloquial, small song)","песенка"
"891","noun","sleigh","сани"
"892","noun","rarity","редкость"
"893","noun","federation","федерация"
"894","noun","diagnosis","диагноз"
"895","noun","monster (monster, beast)","чудовище"
"896","verb","rush away","помчаться"
"897","noun","premiere","премьера"
"898","verb","track down, find","разыскать"
"899","verb","bury (general term)","хоронить"
"900","noun","bouquet","букет"
"901","verb","deliver (ongoing action)","доставлять"
"902","verb","straighten up","выпрямиться"
"903","verb","give a quality","придать"
"904","adj.","pretty","хорошенький"
"905","adj.","lateral","боковой"
"906","noun","credit","кредит"
"907","noun","train (military)","эшелон"
"908","verb","congratulate","поздравлять"
"909","noun","elder","староста"
"910","noun","impatience","нетерпение"
"911","verb","wave (wave goodbye)","помахать"
"912","noun","code","кодекс"
"913","noun","spear","копьё"
"914","noun","match (sport)","матч"
"915","verb","run out","выбежать"
"916","verb","yield, succumb","поддаваться"
"917","verb","raise","вскинуть"
"918","noun","lighter","зажигалка"
"919","adj.","prison","тюремный"
"920","noun","accent","акцент"
"921","adj.","lilac","лиловый"
"922","noun","probability","вероятность"
"923","adv.","smoothly (flowing)","плавно"
"924","noun","call-up","призыв"
"925","verb","drown","утонуть"
"926","verb","keep destroying","уничтожать"
"927","adj.","largest","крупнейший"
"928","noun","puppy","щенок"
"929","verb","snatch swiftly (once)","выхватить"
"930","noun","tiger","тигр"
"931","noun","claim","претензия"
"932","noun","distribution","распространение"
"933","noun","footwear","обувь"
"934","verb","fall in love (ongoing)","влюбиться"
"935","noun","argument","аргумент"
"936","verb","strive (repeatedly)","норовить"
"937","noun","canvas","полотно"
"938","noun","pass","пропуск"
"939","noun","resin","смола"
"940","adv.","dissatisfied","недовольно"
"941","noun","parking lot","стоянка"
"942","verb","be contained","содержаться"
"943","","due to","вследствие"
"944","noun","dead end","тупик"
"945","noun","vegetable","овощ"
"946","verb","detach","отрываться"
"947","noun","microphone","микрофон"
"948","adj.","luxurious (lavish)","пышный"
"949","noun","stage (of a process)","стадия"
"950","verb","cross over","перебраться"
"951","verb","be created","создаваться"
"952","adj.","mechanical (automatic)","машинальный"
"953","noun","ease","лёгкость"
"954","noun","hammer","молот"
"955","adv.","modestly","скромно"
"956","noun","top (tip)","верхушка"
"957","noun","eye (old-fashioned or poetic)","око"
"958","","against (despite)","вопреки"
"959","noun","nationality","национальность"
"960","noun","platform (train platform)","платформа"
"961","noun","verst","верста"
"962","noun","girlfriend (more informal)","подружка"
"963","noun","practitioner","практик"
"964","adj.","limited","ограниченный"
"965","verb","look around (habitually)","оглядывать"
"966","noun","bribe","взятка"
"967","noun","caterpillar","гусеница"
"968","noun","embrace","объятие"
"969","noun","resignation","отставка"
"970","","their","ихний"
"971","adv.","excessively","чересчур"
"972","adj.","original","оригинальный"
"973","noun","rail","рельс"
"974","noun","fish (small)","рыбка"
"975","noun","player","игрок"
"976","verb","twist","вить"
"977","","hurray","ура"
"978","noun","rustle","шорох"
"979","noun","newcomer","новичок"
"980","noun","little fellow","парнишка"
"981","noun","brute","скотина"
"982","noun","assignment","поручение"
"983","verb","refer","сослаться"
"984","noun","prime minister","премьер"
"985","verb","obtain (continually)","добывать"
"986","noun","lunge","рывок"
"987","verb","end (be ending continuously)","заканчиваться"
"988","adj.","married","женатый"
"989","noun","hill (small)","сопка"
"990","noun","merchant (trader, dealer)","торговец"
"991","noun","ether","эфир"
"992","verb","move a body part","шевелить"
"993","adj.","present (at hand)","присутствующий"
"994","verb","get in touch","связаться"
"995","verb","tie (tie a knot)","завязать"
"996","noun","visitor (guest)","приезжий"
"997","adj.","visitor","приезжий"
"998","noun","builder","строитель"
"999","verb","unfold (spread out)","разложить"
"1000","noun","acquaintance","знакомый"
