"id","part_of_speech","definition","answer"
"851","adj.","remarkable, great","славный"
"852","noun","trench","окоп"
"853","noun","democracy","демократия"
"854","verb","tear up","рвать"
"855","verb","move slightly","шевелиться"
"856","noun","property (characteristic)","свойство"
"857","verb","collapse (sudden)","рухнуть"
"858","adj.","foreign (outsider)","посторонний"
"859","verb","end (be ending)","кончаться"
"860","verb","calm down (others)","успокоить"
"861","verb","reason","рассуждать"
"862","adj.","secret (confidential)","секретный"
"863","noun","adventure","приключение"
"864","adj.","artificial","искусственный"
"865","noun","receiving","получение"
"866","noun","step (small step)","ступенька"
"867","noun","pose","поза"
"868","verb","knock (once)","постучать"
"869","noun","state (in the USA)","штат"
"870","noun","election","выборы"
"871","noun","sock","носок"
"872","noun","pine","сосна"
"873","noun","deer","олень"
"874","adv.","sitting","сидя"
"875","verb","prove (repeatedly)","доказывать"
"876","noun","alteration","перемена"
"877","verb","stretch (stretch out fully)","вытянуть"
"878","noun","brigadier","бригадир"
"879","adv.","subsequently","впоследствии"
"880","noun","confidence","уверенность"
"881","verb","fold","сложить"
"882","noun","promotion (shares, stocks)","акция"
"883","adv.","extremely (urgent)","чрезвычайно"
"884","verb","wound","ранить"
"885","adj.","sexual (relating to gender)","половой"
"886","verb","fall asleep (slowly)","засыпать"
"887","verb","reach a conclusion","доходить"
"888","adj.","space","космический"
"889","noun","bridegroom","жених"
"890","adv.","nearby","неподалёку"
"891","verb","command, manage","командовать"
"892","noun","China","Китай"
"893","verb","break (completely)","сломать"
"894","noun","eagle","орел"
"895","verb","burst (sudden event)","сорваться"
"896","verb","unfold (unroll)","развернуть"
"897","noun","diary","дневник"
"898","adj.","musical","музыкальный"
"899","noun","Saturday","суббота"
"900","noun","promotion (elevation, raise)","повышение"
"901","noun","tunic","гимнастерка"
"902","verb","threaten (once)","грозить"
"903","verb","deceive (one-time event)","обмануть"
"904","noun","status","статус"
"905","verb","advise (specific instance)","посоветовать"
"906","noun","cap (slang for cigarette)","папироса"
"907","verb","disperse","разойтись"
"908","num.","eighth","восьмой"
"909","verb","escape","убежать"
"910","adj.","cultural","культурный"
"911","noun","Sunday","воскресенье"
"912","adj.","dog","собачий"
"913","verb","survive (stay intact)","сохраниться"
"914","verb","be saved","помешать"
"915","noun","conductor","проводник"
"916","noun","glass (shot glass)","рюмка"
"917","noun","candle","свеча"
"918","verb","laugh","рассмеяться"
"919","adv.","beautifully","красиво"
"920","verb","shine (ongoing)","светиться"
"921","noun","protein","белок"
"922","adv.","initially (at first)","поначалу"
"923","adv.","together (in pair)","вдвоем"
"924","","besides","помимо"
"925","verb","flare up (sudden event)","вспыхнуть"
"926","noun","grid","решетка"
"927","noun","factor","фактор"
"928","adj.","blind","слепой"
"929","verb","kiss (repeatedly)","целовать"
"930","noun","refusal","отказ"
"931","noun","wizard","волшебник"
"932","adv.","occasionally","изредка"
"933","verb","press (press down)","нажать"
"934","verb","order (request)","заказать"
"935","verb","correspond","соответствовать"
"936","verb","decide (be deciding)","решаться"
"937","verb","chat","болтать"
"938","noun","instruction (directive)","указание"
"939","noun","report (oral)","доклад"
"940","verb","rush swiftly","нестись"
"941","adv.","away","прочь"
"942","noun","suffering","страдание"
"943","noun","end (as in termination)","окончание"
"944","noun","line (line of text)","строка"
"945","noun","sidewalk","тротуар"
"946","noun","conflict","конфликт"
"947","noun","reference (document)","справка"
"948","noun","furniture","мебель"
"949","adv.","politely","вежливо"
"950","noun","nail (on a finger)","ноготь"
"951","adv.","at all (not at all)","отнюдь"
"952","adj.","chemical","химический"
"953","noun","vessel (container)","сосуд"
"954","noun","Korea","Корея"
"955","adj.","labour","трудовой"
"956","adj.","evident","явный"
"957","verb","own","владеть"
"958","noun","achievement","достижение"
"959","adj.","additional","дополнительный"
"960","noun","asphalt","асфальт"
"961","verb","replace","заменить"
"962","noun","jaw","челюсть"
"963","noun","feat","подвиг"
"964","noun","sorcerer","колдун"
"965","noun","attire","наряд"
"966","verb","finish (be finishing)","кончать"
"967","adj.","written","письменный"
"968","verb","think (figure out)","соображать"
"969","verb","keep agreeing","соглашаться"
"970","adj.","hidden","скрытый"
"971","noun","drawing","рисунок"
"972","verb","hide oneself","прятаться"
"973","","plus","плюс"
"974","verb","get caught (repeatedly)","попадаться"
"975","noun","particularity","частность"
"976","noun","pity","жалость"
"977","noun","transportation","транспорт"
"978","noun","punishment","наказание"
"979","verb","depict (continuous action)","изображать"
"980","verb","express regularly","выражать"
"981","verb","form","образоваться"
"982","verb","contribute","способствовать"
"983","noun","Congress","съезд"
"984","verb","lay","заложить"
"985","num.","seventy","семьдесят"
"986","verb","emanate","исходить"
"987","","on the eve of","накануне"
"988","verb","finish (finish completely)","окончить"
"989","adv.","distinctly","отчетливо"
"990","noun","frame (border)","рамка"
"991","noun","act (document, record)","акт"
"992","noun","visitor","посетитель"
"993","noun","valley","долина"
"994","adv.","incredibly","невероятно"
"995","adj.","incredible","невероятный"
"996","adj.","moist","влажный"
"997","verb","climb out (completed action)","вылезть"
"998","verb","fall out","выпасть"
"999","adj.","divine","божий"
"1000","adj.","socialist","социалистический"
