"id","part_of_speech","definition","answer"
"919","noun","the video","o vídeo"
"920","adj.","pregnant","grávido"
"921","noun","the justice","a justiça"
"922","noun","the college","a faculdade"
"923","noun","the date","a data"
"924","verb","join","juntar"
"925","noun","the knife","a faca"
"926","adj.","friendly","simpático"
"927","adj.","known","conhecido"
"928","noun","the bus","o autocarro"
"929","verb","wake up","acordar"
"930","adv.","certainly","certamente"
"931","verb","escape","escapar"
"932","verb","teach","ensinar"
"933","adj.","united","unido"
"934","noun","the kiss","o beijo"
"935","noun","the motor vehicle","o auto"
"936","verb","go down","descer"
"937","noun","the success or achievement","o sucesso"
"938","noun","the leader","o líder"
"939","noun","the finger","o dedo"
"940","adj.","finished","acabado"
"941","adj.","rich","rico"
"942","verb","hurt emotionally","magoar"
"943","noun","the pig","o porco"
"944","noun","the touch","o toque"
"945","adv.","normally","normalmente"
"946","noun","the edge or border","o bordo"
"947","noun","the career","a carreira"
"948","noun","the thousand","o milhar"
"949","noun","the football","o futebol"
"950","adj.","quiet","quieto"
"951","verb","drive","conduzir"
"952","verb","survive","sobreviver"
"953","noun","the fifth","a quinta"
"954","noun","the physical face","o rosto"
"955","noun","the jerk","o sacana"
"956","adj.","total","total"
"957","verb","distance","afastar"
"958","noun","the value","o valor"
"959","adj.","tired","cansado"
"960","noun","the style","o estilo"
"961","noun","the vision","a visão"
"962","noun","the educational lesson","a aula"
"963","noun","the band","a banda"
"964","adj.","ridiculous","ridículo"
"965","noun","the partner","o parceiro"
"966","noun","the sense of hearing","o ouvido"
"967","adv.","how","quão"
"968","adv.","especially","especialmente"
"969","prep.","via","via"
"970","noun","the million","o milhão"
"971","prep.","except","exceto"
"972","noun","the movement","o movimento"
"973","adj.","saint","santo"
"974","noun","the office or cabinet","o gabinete"
"975","noun","the taxi","o táxi"
"976","noun","the gentleman","o cavalheiro"
"977","noun","the cinema","o cinema"
"978","noun","the court (of law)","a corte"
"979","noun","the bride","a noiva"
"980","noun","the era","a época"
"981","noun","the west","o oeste"
"982","verb","screw","lixar"
"983","verb","attack","atacar"
"984","adj.","nervous","nervoso"
"985","noun","the classroom","a classe"
"986","noun","the pride","o orgulho"
"987","noun","the ghost","o fantasma"
"988","adj.","national","nacional"
"989","noun","the brand","a marca"
"990","noun","the airport","o aeroporto"
"991","noun","the male owner","o dono"
"992","noun","the curse","a maldição"
"993","noun","the newspaper","o jornal"
"994","noun","the ship","o navio"
"995","verb","hurt","doer"
"996","verb","smell","cheirar"
"997","adj.","married","casado"
"998","verb","recover","recuperar"
"999","verb","give up","desistir"
"1000","verb","call","telefonar"
