"id","part_of_speech","definition","answer"
"879","noun","the trust","das Vertrauen"
"880","adj.","healthy","gesund"
"881","verb","recognize","erkennen"
"882","noun","the meter","der Meter"
"883","adv.","neither","weder"
"884","noun","the student","der Schüler"
"885","adv.","so far","bisher"
"886","pron.","which","welcher"
"887","noun","the courage","der Mut"
"888","adv.","before it","davor"
"889","noun","the bar","die Bar"
"890","verb","reside","wohnen"
"891","prep.","instead of (shortened form)","statt"
"892","noun","the break","die Pause"
"893","noun","the order","der Auftrag"
"894","adv.","hopefully","hoffentlich"
"895","noun","the wall (vertical surface)","die Wand"
"896","verb","scream","schreien"
"897","verb","cost","kosten"
"898","noun","the success","der Erfolg"
"899","adv.","as far as","soweit"
"900","verb","share","teilen"
"901","verb","shoot to kill","erschießen"
"902","prep.","along","entlang"
"903","noun","the ice cream","das Eis"
"904","noun","the American","der Amerikaner"
"905","noun","the dinner","das Abendessen"
"906","verb","take over","übernehmen"
"907","verb","thank (someone)","danken"
"908","adv.","sometime","irgendwann"
"909","verb","build","bauen"
"910","verb","provide protection","schützen"
"911","verb","end (terminate)","beenden"
"912","noun","the policeman","der Polizist"
"913","noun","the report","der Bericht"
"914","adv.","of what","wovon"
"915","noun","the test","der Test"
"916","adj.","poor","arm"
"917","noun","the majesty (dignity)","die Majestät"
"918","noun","the sea","das Meer"
"919","noun","the hat","der Hut"
"920","adv.","prior","zuvor"
"921","noun","the newspaper","die Zeitung"
"922","noun","the mommy (informal)","die Mami"
"923","adj.","guilty","schuldig"
"924","noun","the joy","die Freude"
"925","adj.","content","zufrieden"
"926","noun","the home, household","das Zuhause"
"927","noun","the drink","der Drink"
"928","conj.","while","indem"
"929","noun","the rubbish","der Quatsch"
"930","noun","the bullet","die Kugel"
"931","noun","the court, tribunal","das Gericht"
"932","adj.","terrible","furchtbar"
"933","verb","miss an opportunity","verpassen"
"934","noun","the rose","die Rose"
"935","noun","the pile","der Haufen"
"936","noun","the screenplay","das Drehbuch"
"937","noun","the sweetheart","das Schätzchen"
"938","noun","the deal","der Deal"
"939","verb","grasp","fassen"
"940","noun","the husband","der Ehemann"
"941","verb","arrest","verhaften"
"942","adv.","over it","drüber"
"943","noun","the sergeant","der Sergeant"
"944","noun","the responsibility","die Verantwortung"
"945","noun","the major","der Major"
"946","verb","celebrate","feiern"
"947","adj.","similar","ähnlich"
"948","verb","entertain","unterhalten"
"949","noun","the stone","der Stein"
"950","adj.","next","nächst"
"951","verb","pay attention","aufpassen"
"952","noun","the cat","die Katze"
"953","verb","bring along","mitbringen"
"954","noun","the Lord","der Lord"
"955","adv.","in the middle","mitten"
"956","noun","the madness","der Wahnsinn"
"957","adv.","earlier (just now)","vorhin"
"958","noun","the news (new information)","die Neuigkeit"
"959","adj.","amazing","klasse"
"960","pron.","some (a few)","einige"
"961","adv.","by chance","zufällig"
"962","noun","the dress","das Kleid"
"963","adv.","in any case","jedenfalls"
"964","noun","the offer","das Angebot"
"965","noun","the restaurant","das Restaurant"
"966","noun","the series","die Serie"
"967","verb","notify about","melden"
"968","noun","the bridge","die Brücke"
"969","verb","pass","bestehen"
"970","adj.","obvious","offensichtlich"
"971","noun","the fish","der Fisch"
"972","noun","the opportunity","die Gelegenheit"
"973","noun","the virus","das Virus"
"974","adj.","biggest","größt"
"975","noun","the beach","der Strand"
"976","verb","plan","planen"
"977","adj.","drunk","betrunken"
"978","noun","the sweetness","die Süße"
"979","pron.","some (any)","irgendein"
"980","noun","the theme","das Thema"
"981","noun","the date","das Date"
"982","adv.","this time","diesmal"
"983","verb","look (casually)","gucken"
"984","noun","the figure","die Figur"
"985","verb","break","brechen"
"986","adj.","impressed","angetan"
"987","noun","the couple","das Paar"
"988","noun","the pressure","der Druck"
"989","verb","come along","mitkommen"
"990","adj.","rich","reich"
"991","noun","the mark","die Mark"
"992","noun","the river","der Fluss"
"993","verb","have an effect","wirken"
"994","adv.","finally (in the end)","schließlich"
"995","noun","the violence","die Gewalt"
"996","noun","the data","die Daten"
"997","noun","the grandfather","der Großvater"
"998","verb","think about","nachdenken"
"999","noun","the trap","die Falle"
"1000","noun","the corridor","der Gang"
