"id","part_of_speech","definition","answer"
"871","verb","appoint (one-time action)","назначить"
"872","noun","girlfriend","подруга"
"873","verb","choose (ongoing choice)","выбирать"
"874","noun","explosion","взрыв"
"875","noun","essence (nature, essence)","сущность"
"876","noun","battery","батарея"
"877","noun","technology","техника"
"878","noun","shepherd","пастух"
"879","verb","remind (once)","напомнить"
"880","verb","doubt","сомневаться"
"881","noun","porch","крыльцо"
"882","verb","rejoice","радоваться"
"883","verb","cover (cover up)","покрыть"
"884","verb","glance (glance)","глянуть"
"885","adv.","significantly","значительно"
"886","adj.","significant (important)","значительный"
"887","verb","seize","захватить"
"888","noun","leader (chief)","вождь"
"889","adj.","eastern","восточный"
"890","verb","be bringing","приносить"
"891","adj.","international","международный"
"892","noun","necessity","необходимость"
"893","adv.","therefore (because of that)","оттого"
"894","adj.","spiritual","духовный"
"895","noun","hunger","голод"
"896","noun","maiden","девица"
"897","adj.","temporary","временный"
"898","verb","compose (once)","составить"
"899","adv.","exactly (equal)","ровно"
"900","noun","dream (as in wish)","мечта"
"901","noun","ring (jewelry)","кольцо"
"902","","yes (informal)","ага"
"903","noun","daughter (affectionate term)","дочка"
"904","noun","queen","королева"
"905","noun","potato","картошка"
"906","noun","merit","достоинство"
"907","noun","bear","медведь"
"908","noun","content","содержание"
"909","noun","project","проект"
"910","verb","itch","костить"
"911","adj.","consonant","согласный"
"912","verb","buy (ongoing process)","покупать"
"913","adv.","at first","сперва"
"914","adj.","young (very young)","юный"
"915","noun","curiosity","любопытство"
"916","noun","creation","создание"
"917","noun","passport","паспорт"
"918","num.","two hundred","двести"
"919","noun","colleague","коллега"
"920","noun","girl (informal)","девчонка"
"921","noun","ray","луч"
"922","verb","knock (continuously)","стучать"
"923","noun","communist","коммунист"
"924","noun","request","просьба"
"925","noun","little house","домик"
"926","noun","half an hour","полчаса"
"927","noun","iron","железо"
"928","noun","difference (distinction)","отличие"
"929","verb","be changing","менять"
"930","adv.","instantly","мгновенно"
"931","noun","dog (male)","пес"
"932","verb","examine","разглядывать"
"933","adj.","bitter","горький"
"934","adv.","bitterly","горько"
"935","noun","tool","орудие"
"936","adv.","intentionally","специально"
"937","noun","fairytale","сказка"
"938","verb","light up","закурить"
"939","adj.","family","семейный"
"940","verb","get tired","устать"
"941","verb","cover (cover briefly)","прикрыть"
"942","adv.","firmly (solid)","твёрдо"
"943","noun","lad","молодец"
"944","verb","fall silent","замолчать"
"945","verb","start a process","завести"
"946","verb","arrive (arrive formally)","прибыть"
"947","noun","meeting (assembly, gathering)","собрание"
"948","num.","nine","девять"
"949","noun","elephant","слон"
"950","verb","confirm (one-time)","подтвердить"
"951","noun","young man","юноша"
"952","verb","come off","сойти"
"953","verb","act (behaviour)","поступать"
"954","adv.","cool","круто"
"955","adj.","steep","крутой"
"956","verb","blame","валить"
"957","noun","object (more formal)","объект"
"958","adj.","killed","убитый"
"959","noun","comparison","сравнение"
"960","adv.","to the right (on right side)","справа"
"961","adj.","noble","благородный"
"962","noun","ocean","океан"
"963","noun","settlement","поселок"
"964","noun","taiga","тайга"
"965","noun","beard","борода"
"966","noun","pack","пачка"
"967","verb","become boring","надоесть"
"968","noun","habit","привычка"
"969","noun","sum","сумма"
"970","verb","derive","вывести"
"971","verb","jump (be jumping)","прыгать"
"972","verb","create (regularly)","создавать"
"973","adv.","rudely","грубо"
"974","adj.","rude","грубый"
"975","noun","journey (trip)","поездка"
"976","verb","make sure","убедиться"
"977","verb","hate","ненавидеть"
"978","noun","statement","заявление"
"979","noun","defeat","поражение"
"980","noun","August","август"
"981","adj.","commonly used, familiar","привычный"
"982","adv.","officially","официально"
"983","adj.","official (formal)","официальный"
"984","adj.","front","передний"
"985","noun","north","север"
"986","noun","hat","шляпа"
"987","","out of","изо"
"988","noun","silence (act of silence)","молчание"
"989","verb","be disappearing","исчезать"
"990","","hey","эй"
"991","noun","axe","топор"
"992","verb","sense, feel","ощущать"
"993","verb","drag","тащить"
"994","noun","trousers","брюки"
"995","adj.","corresponding","соответствующий"
"996","noun","element","элемент"
"997","noun","blanket","одеяло"
"998","noun","motor","мотор"
"999","adv.","everywhere (in all places)","везде"
"1000","noun","friendship","дружба"
