"id","part_of_speech","definition","answer"
"925","noun","fish","рыба"
"926","verb","add (completed action)","добавить"
"927","verb","be surprised","удивиться"
"928","noun","grandmother","бабушка"
"929","noun","wine","вино"
"930","","because (for)","ибо"
"931","noun","teacher","учитель"
"932","verb","act (general action)","действовать"
"933","adv.","cautiously","осторожно"
"934","noun","circle","круг"
"935","noun","dad","папа"
"936","adv.","correctly (right)","правильно"
"937","adv.","recently","недавно"
"938","verb","behave","держаться"
"939","adv.","and","причем"
"940","verb","fly (action)","лететь"
"941","verb","wear","носить"
"942","noun","reason","повод"
"943","noun","camp","лагерь"
"944","noun","bird","птица"
"945","noun","ship","корабль"
"946","noun","opinion","мнение"
"947","adj.","nightly","ночной"
"948","adj.","healthy","здоровый"
"949","noun","winter","зима"
"950","adj.","dry","сухой"
"951","noun","kilometer","километр"
"952","noun","bed","кровать"
"953","verb","get used to (after some time)","привыкнуть"
"954","","otherwise","прочее"
"955","adj.","free (liberated)","свободный"
"956","noun","stairs","лестница"
"957","","really","неужели"
"958","adv.","necessarily","обязательно"
"959","adv.","up","вверх"
"960","noun","childhood","детство"
"961","noun","island","остров"
"962","noun","article","статья"
"963","verb","call by phone","позвонить"
"964","adv.","so (to such an extent)","столь"
"965","verb","disturb","мешать"
"966","noun","vodka","водка"
"967","noun","darkness","темнота"
"968","verb","arise (one-time event)","возникнуть"
"969","adj.","capable","способный"
"970","noun","station","станция"
"971","verb","wish (ongoing)","желать"
"972","verb","try (try once)","попробовать"
"973","verb","work out","получаться"
"974","noun","citizen","гражданин"
"975","adv.","strangely","странно"
"976","adv.","soon (shortly)","вскоре"
"977","noun","team","команда"
"978","noun","illness (medical condition)","заболевание"
"979","noun","stomach (belly, abdomen)","живот"
"980","verb","put (be putting)","ставить"
"981","","for the sake of","ради"
"982","noun","silence","тишина"
"983","adv.","clear (understandable)","понятно"
"984","noun","front","фронт"
"985","noun","cheek","щека"
"986","adv.","scary","страшно"
"987","noun","district","район"
"988","adv.","probably (presumably)","наверно"
"989","verb","spend (conduct regularly)","проводить"
"990","noun","expression","выражение"
"991","adv.","slightly (a little)","слегка"
"992","noun","sack","мешок"
"993","verb","promise (ongoing)","обещать"
"994","adv.","expensive","дорого"
"995","adj.","expensive","дорогой"
"996","verb","judge","судить"
"997","noun","majority","большинство"
"998","verb","gather (oneself or things)","собраться"
"999","noun","management","управление"
"1000","verb","sting (once)","колоть"
